0,1,2,3,4,5
Tue Jun 23 21:13:40 +0000 2020,"RT @weatherchannel: Tropical Storm #Dolly will be a short-lived tropical storm and is no threat to the U.S., latest info here: https://t.co…",-3,"[{""threat"":-2},{""no"":-1}]",,"[""threat"",""no""]"
Tue Jun 23 21:13:34 +0000 2020,My manager called me and asked if I  can work today ???  I said yes .. Smh,1,"[{""yes"":1}]",,[]
Tue Jun 23 21:13:27 +0000 2020,"RT @breakingweather: Tropical Storm #Dolly developed earlier today, becoming just the 3rd D-named storm to develop in June: https://t.co/0s…",0,[],,[]
Tue Jun 23 21:13:24 +0000 2020,How to Prepare Your Home and Finances for a Hurricane | Real Estate | US News https://t.co/UVBHlUrQ7E,0,[],,[]
Tue Jun 23 21:13:15 +0000 2020,"RT @foxyknoxy99: (I know the Hurricane was a bit hidden there, so here she is a couple of seconds earlier 👍) https://t.co/s0V4cna8ap",2,"[{""👍"":2}]",,[]
Tue Jun 23 21:13:05 +0000 2020,"RT @GyulMeetsWorld: Hurricane season: *trotting toward the Caribbean* 

Sahara dust: https://t.co/QvCTzAUSlv",0,[],,[]
Tue Jun 23 21:12:50 +0000 2020,"RT @Francis50441920: @terryan11210907 My garage roll door is heavy,due to d beams needed to meet our hurricane code,so it also has a small…",0,[],,[]
Tue Jun 23 21:12:47 +0000 2020,she’s a whole lot of sunshine with a little hurricane,2,"[{""sunshine"":2}]",,[]
Tue Jun 23 21:12:42 +0000 2020,"@nixw20 Yes, in driving snow and rain, in blazing hot sun, in a hurricane, an earthquake, or tsunami.",1,"[{""yes"":1}]",,[]
Tue Jun 23 21:12:40 +0000 2020,"RT @breakingweather: Tropical Storm #Dolly developed earlier today, becoming just the 3rd D-named storm to develop in June: https://t.co/0s…",0,[],,[]
Tue Jun 23 21:12:33 +0000 2020,Dead ever year I’ve been to college some bullshit has happened. First a hurricane damn near swallows my school up a… https://t.co/MRkkqH9f70,-9,"[{""damn"":-2},{""bullshit"":-4},{""dead"":-3}]",,"[""damn"",""bullshit"",""dead""]"
Tue Jun 23 21:12:29 +0000 2020,"RT @mikeseidel: Look what the #SaharanDust did to sunrise in Ponce &amp; Adjuntas, Puerto Rico. @hurricane_glo17: ""it's insane I even had to sl…",-2,"[{""insane"":-2}]",,"[""insane""]"
Tue Jun 23 21:12:24 +0000 2020,RT @Iovesongs: happy juneteenth🤎🤎i'm a gay man living in a homophobic country and i need money for housing next semester since my dad kicke…,3,"[{""happy"":3}]",,[]
Tue Jun 23 21:12:19 +0000 2020,@wfstebelski @TheWildlifeHost Olympic is amazing. I’ve been going camping with my girls there for 2 years (one was… https://t.co/iI8V3QbJXt,4,"[{""amazing"":4}]",,[]
Tue Jun 23 21:12:18 +0000 2020,RT @doktordemirhan: Hurricane in Istanbul https://t.co/4FLPdIcIBv,0,[],,[]
Tue Jun 23 21:12:11 +0000 2020,@towson6719 @co_hurricane @realDonaldTrump I think conservatives would create an autonomous zone of our own but we’re too busy working.,0,[],,[]
Tue Jun 23 21:12:10 +0000 2020,RT @700club: Hurricane Katrina devastated businesses in New Orleans to the point that Morris and Ethel nearly gave up and moved away. But t…,-2,"[{""devastated"":-2}]",,"[""devastated""]"
Tue Jun 23 21:12:03 +0000 2020,@Sporf @HKane @SpursOfficial Sleepy hurricane,0,[],,[]
Tue Jun 23 21:12:02 +0000 2020,@mrqgreen First hurricane.. we out of there 🥴,0,[],,[]
Tue Jun 23 21:11:59 +0000 2020,@Kokomothegreat Are you sure there isn't a map of a hurricane's projected path hung on the wall?,0,[],,[]
Tue Jun 23 21:11:32 +0000 2020,"RT @weatherchannel: Tropical Storm #Dolly will be a short-lived tropical storm and is no threat to the U.S., latest info here: https://t.co…",-3,"[{""threat"":-2},{""no"":-1}]",,"[""threat"",""no""]"
Tue Jun 23 21:11:27 +0000 2020,"RT @bomani_jones: ""this was not about race at all,"" he said.

he's an ""amazing man,"" his dad said.

lol. https://t.co/VkRwLpCuR6",7,"[{""lol"":3},{""amazing"":4}]",,[]
Tue Jun 23 21:11:20 +0000 2020,"Hurricane warning for Iowa, America. Please do nothing, as no further action is required if you are in that area.",-3,"[{""no"":-1},{""please"":1},{""warning"":-3}]",,"[""no"",""warning""]"
Tue Jun 23 21:11:13 +0000 2020,"@realDonaldTrump Mine came all opened. I don’t need it. I will go to the booth, even if hurricane Katrina comes aga… https://t.co/zt6shcMh2U",0,[],,[]
Tue Jun 23 21:11:10 +0000 2020,"RT @Francis50441920: @terryan11210907 My garage roll door is heavy,due to d beams needed to meet our hurricane code,so it also has a small…",0,[],,[]
Tue Jun 23 21:11:06 +0000 2020,On 63rd Anniversary of Hurricane Audrey June 27th a New Novel Depicts the Deadly Storm’s Fury: Early Thursday: A Wa… https://t.co/qQdePw1XNj,-1,"[{""deadly"":-3},{""novel"":2}]",,"[""deadly""]"
Tue Jun 23 21:10:54 +0000 2020,"RT @weatherchannel: Tropical Storm #Dolly will be a short-lived tropical storm and is no threat to the U.S., latest info here: https://t.co…",-3,"[{""threat"":-2},{""no"":-1}]",,"[""threat"",""no""]"
Tue Jun 23 21:10:53 +0000 2020,"You will do nothing for your career by arguing that Robert Moses had some good ideas. Give it up, Nicole! 🤪(Psst ..… https://t.co/gAyC8Gl1Nx",3,"[{""good"":3}]",,[]
Tue Jun 23 21:10:53 +0000 2020,"RT @breakingweather: Tropical Storm #Dolly developed earlier today, becoming just the 3rd D-named storm to develop in June: https://t.co/0s…",0,[],,[]
Tue Jun 23 21:10:47 +0000 2020,RT @one_animals: Welcome to the eye of the hurricane. Things might get rough on the way out.,2,"[{""welcome"":2}]",,[]
Tue Jun 23 21:10:41 +0000 2020,your writing is actually so attention grabbing. i read “You Can Dance In A Hurricane” and it is by far one of the…… https://t.co/v0BPdc7IJE,0,[],,[]
Tue Jun 23 21:10:35 +0000 2020,On 63rd Anniversary of Hurricane Audrey June 27th a New Novel Depicts the Deadly Storm’s Fury: Early Thursday: A Wa… https://t.co/Er3smncLja,-1,"[{""deadly"":-3},{""novel"":2}]",,"[""deadly""]"
Tue Jun 23 21:10:32 +0000 2020,RT @AdamMooreWX: Here is the latest update from the National Hurricane Center. Dolly hasn't really changed from the last update. Still expe…,0,[],,[]
Tue Jun 23 21:10:24 +0000 2020,"RT @CandidateBishop: In case you were wondering how 2020 could get more interesting, behold the global sandstorm. #SaharanDust https://t.co…",2,"[{""interesting"":2}]",,[]
Tue Jun 23 21:10:22 +0000 2020,Watch this be the year we get a Hurricane Sandy pt. 2..... https://t.co/uEcfkSv5f1,0,[],,[]
Tue Jun 23 21:10:16 +0000 2020,Las Hurricane https://t.co/CDRoLc5p2t,0,[],,[]
Tue Jun 23 21:10:08 +0000 2020,Stuck in the bar bc there’s a fuckin hurricane goin on 😂 worse places to be stuck at,-10,"[{""stuck"":-2},{""worse"":-3},{""😂"":1},{""fuckin"":-4},{""stuck"":-2}]",,"[""stuck"",""worse"",""fuckin"",""stuck""]"
Tue Jun 23 21:09:54 +0000 2020,"RT @breakingweather: Tropical Storm #Dolly developed earlier today, becoming just the 3rd D-named storm to develop in June: https://t.co/0s…",0,[],,[]
Tue Jun 23 21:09:49 +0000 2020,"RT @weatherchannel: Tropical Storm #Dolly will be a short-lived tropical storm and is no threat to the U.S., latest info here: https://t.co…",-3,"[{""threat"":-2},{""no"":-1}]",,"[""threat"",""no""]"
Tue Jun 23 21:09:47 +0000 2020,"RT @NWS: #OTD in 1972, Hurricane Agnes, one of the strongest June hurricanes on record, reached peak strength, moving through the Gulf of M…",5,"[{""strength"":2},{""reached"":1},{""strongest"":2}]",,[]
Tue Jun 23 21:09:43 +0000 2020,RT @ilneigesurliege: ANALYSIS: 8 Russiagate Investigators You May Not Have Heard Of https://t.co/nH6et2pLcj Senate Judiciary Committee vote…,0,[],,[]
Tue Jun 23 21:09:33 +0000 2020,RT @NWSOPC: 1940 UTC #GOES16 visible satellite view of #TropicalStormDolly in the Atlantic. For the latest information on #TropicalStorm #D…,0,[],,[]
Tue Jun 23 21:09:31 +0000 2020,RT @BarbaraRedgate: Until There Are Arrests The Coup Continues! Dirty Cops Corrupt Lawyers Running The Country FakeRussianDossierFISA Abuse…,-7,"[{""corrupt"":-3},{""dirty"":-2},{""arrests"":-2}]",,"[""corrupt"",""dirty"",""arrests""]"
Tue Jun 23 21:09:21 +0000 2020,"RT @weatherchannel: Tropical Storm #Dolly will be a short-lived tropical storm and is no threat to the U.S., latest info here: https://t.co…",-3,"[{""threat"":-2},{""no"":-1}]",,"[""threat"",""no""]"
Tue Jun 23 21:09:21 +0000 2020,RT @AdamMooreWX: Here is the latest update from the National Hurricane Center. Dolly hasn't really changed from the last update. Still expe…,0,[],,[]
Tue Jun 23 21:09:21 +0000 2020,RT @aethosnia: You ever killed your own vibe from thinking too much ?,-3,"[{""killed"":-3}]",,"[""killed""]"
Tue Jun 23 21:09:13 +0000 2020,"RT @weatherchannel: Tropical Storm #Dolly will be a short-lived tropical storm and is no threat to the U.S., latest info here: https://t.co…",-3,"[{""threat"":-2},{""no"":-1}]",,"[""threat"",""no""]"
Tue Jun 23 21:09:12 +0000 2020,"@Dre_Dat No friend, it's a pause. Remember hurricane seasons lasts until the end of october.",0,"[{""friend"":1},{""no"":-1}]",,"[""no""]"
Tue Jun 23 21:09:07 +0000 2020,"RT @TeamRubicon: Father’s day may have passed, but it’s still a good time to revisit this story of the father-daughter duo who deployed tog…",3,"[{""good"":3}]",,[]
Tue Jun 23 21:09:06 +0000 2020,"RT @breakingweather: Tropical Storm #Dolly developed earlier today, becoming just the 3rd D-named storm to develop in June: https://t.co/0s…",0,[],,[]
Tue Jun 23 21:09:03 +0000 2020,"RT @VoteForSolomon: Puerto Rico still hasn’t fully recovered from Hurricane María, no thanks to the lack of federal aid received. It’s time…",-1,"[{""lack"":-2},{""thanks"":2},{""no"":-1}]",,"[""lack"",""no""]"
Tue Jun 23 21:09:00 +0000 2020,"Tropical Storm #Dolly will be a short-lived tropical storm and is no threat to the U.S., latest info here:… https://t.co/Z4sxEb1YIx",-3,"[{""threat"":-2},{""no"":-1}]",,"[""threat"",""no""]"
Tue Jun 23 21:08:56 +0000 2020,@srtalycia_ @bocarosamoments @PinkMouthNews @portalbiancaa @AcessoBianca Lobo #BocaABoca,0,[],,[]
Tue Jun 23 21:08:49 +0000 2020,"Tropical Storm #Dolly developed earlier today, becoming just the 3rd D-named storm to develop in June:… https://t.co/cHr6ZKsiym",0,[],,[]
Tue Jun 23 21:08:49 +0000 2020,"RT @TeamRubicon: Father’s day may have passed, but it’s still a good time to revisit this story of the father-daughter duo who deployed tog…",3,"[{""good"":3}]",,[]
Tue Jun 23 21:08:46 +0000 2020,Welcome to the eye of the hurricane. Things might get rough on the way out.,2,"[{""welcome"":2}]",,[]
Tue Jun 23 21:08:21 +0000 2020,"@MzAllRounder Hmm, no hurricane season...might be a thing lol",2,"[{""lol"":3},{""no"":-1}]",,"[""no""]"
Tue Jun 23 21:08:16 +0000 2020,"NEW: Information statement from Canadian Hurricane Centre on Tropical Storm Dolly #nsstorm
 
https://t.co/97IjGqspRX",0,[],,[]
Tue Jun 23 21:08:16 +0000 2020,RT @AdamMooreWX: Here is the latest update from the National Hurricane Center. Dolly hasn't really changed from the last update. Still expe…,0,[],,[]
Tue Jun 23 21:08:12 +0000 2020,RT @surfline: The Atlantic #Hurricane Season added its 4th storm today with Tropical Storm #Dolly. Not a lot of surf coming from this syste…,0,[],,[]
Tue Jun 23 21:08:07 +0000 2020,RT @philklotzbach: #Dolly has now tracked north of 40°N - the first June Atlantic named storm to track north of 40°N since #Hurricane Chris…,0,[],,[]
Tue Jun 23 21:07:50 +0000 2020,"RT @JudicialWatch: ""Judicial Watch forced the declassification/release of an FBI memo or ‘electronic communication’ that officially launche…",-1,"[{""forced"":-1}]",,"[""forced""]"
Tue Jun 23 21:07:50 +0000 2020,"I don’t know about you guys, but it looks like this year’s Atlantic Hurricane season is going to be an active one.… https://t.co/6uZpKkGKFT",3,"[{""active"":1},{""like"":2}]",,[]
Tue Jun 23 21:07:36 +0000 2020,@SiegelAtty @melgibsonsmrsme “Rudderless in Hurricane Covid”,0,[],,[]
Tue Jun 23 21:07:30 +0000 2020,"RT @LaurenPelley: This is worth a read from @taimhuynh, noting how Toronto's low-income shift-workers can't avoid crowded buses amid #COVID…",3,"[{""avoid"":1},{""worth"":2}]",,[]
Tue Jun 23 21:07:29 +0000 2020,"@AngryMojoSan @Hurricane_FGC With slow buffering, do you mean like a slow qcb input for lets say Tatsu while cr mk animates?",2,"[{""like"":2}]",,[]
Tue Jun 23 21:07:21 +0000 2020,RT @doktordemirhan: Hurricane in Istanbul https://t.co/4FLPdIcIBv,0,[],,[]
Tue Jun 23 21:07:19 +0000 2020,"RT @real__ceo: NEW ITEM !! 🥤
Mojito ice pops out now ⛷
Frozen hurricane &amp; Sweet one (strawbs) https://t.co/H7g1MUTRw1",2,"[{""sweet"":2}]",,[]
Tue Jun 23 21:07:16 +0000 2020,@One_worldpeace @ROYALMRBADNEWS Crossfire razor was the code name of the Flynn investigation  hurricane was the one… https://t.co/2qREuHG3Z4,0,[],,[]
Tue Jun 23 21:07:15 +0000 2020,"RT @rtaforward: The RTA is holding its Annual Hurricane Preparedness Meeting on Tues, June 30, at 10:00 am. This will be a virtual meeting…",0,[],,[]
Tue Jun 23 21:07:12 +0000 2020,"RT @JudicialWatch: ""Judicial Watch forced the declassification/release of an FBI memo or ‘electronic communication’ that officially launche…",-1,"[{""forced"":-1}]",,"[""forced""]"
Tue Jun 23 21:07:09 +0000 2020,"RT @real__ceo: NEW ITEM !! 🥤
Mojito ice pops out now ⛷
Frozen hurricane &amp; Sweet one (strawbs) https://t.co/H7g1MUTRw1",2,"[{""sweet"":2}]",,[]
Tue Jun 23 21:07:08 +0000 2020,RT @AngelNoMalarkey: @AOC @DrJohnCav Gotta name drop “Boricua” for Election Day. Did you went to the island during hurricane Maria aftermat…,-1,"[{""drop"":-1}]",,"[""drop""]"
Tue Jun 23 21:07:04 +0000 2020,RT @GulfstreamAero: #HurricaneSeason continues through the end of November. @NOAA's hurricane-hunting GIV-SP surveys cyclones and atmospher…,0,[],,[]
Tue Jun 23 21:07:02 +0000 2020,Ok every time i listen to Kernkraft 400 by zombie nation then i am going to think of Harry Kane or any spurs player… https://t.co/ci0jBnzKEH,0,[],,[]
Tue Jun 23 21:07:00 +0000 2020,Babolat Pure Strike 16x19 Babolat Pure Hurricane Tour (50lbs),1,"[{""pure"":1},{""strike"":-1},{""pure"":1}]",,"[""strike""]"
